id,first_name,last_name,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey_num,position,is_active,franchise_id,from_year,to_year,is_d_league,is_nba,has_played,is_greatest_75
1628962,Udoka,Azubuike,1999-09-17,Kansas,Nigeria,Kansas/Nigeria,83,270,3,20,Center-Forward,1,33,2020,2023,1,1,1,0
1628963,Marvin,"Bagley III",1999-03-14,Duke,USA,Duke/USA,82,235,5,35,Forward,1,13,2018,2023,0,1,1,0
1628969,Mikal,Bridges,1996-08-30,Villanova,USA,Villanova/USA,78,209,5,1,Guard-Forward,1,34,2018,2023,0,1,1,0
1628970,Miles,Bridges,1998-03-21,"Michigan State",USA,"Michigan State/USA",79,225,4,0,Forward,1,39,2018,2023,0,1,1,0
1628971,Bruce,Brown,1996-08-15,Miami,USA,Miami/USA,76,202,5,11,Guard-Forward,1,35,2018,2023,1,1,1,0
1628972,Troy,"Brown Jr.",1999-07-28,Oregon,USA,Oregon/USA,79,215,5,7,Guard-Forward,1,15,2018,2023,1,1,1,0
1628973,Jalen,Brunson,1996-08-31,Villanova,USA,Villanova/USA,74,190,5,11,Guard,1,6,2018,2023,0,1,1,0
1628975,Jevon,Carter,1995-09-14,"West Virginia",USA,"West Virginia/USA",73,200,5,5,Guard,1,28,2018,2023,1,1,1,0
1628976,Wendell,"Carter Jr.",1999-04-16,Duke,USA,Duke/USA,82,270,5,34,Center-Forward,1,42,2018,2023,0,1,1,0
1628977,Hamidou,Diallo,1998-07-31,Kentucky,USA,Kentucky/USA,77,202,5,6,Guard,1,13,2018,2023,1,1,1,0
1628978,Donte,DiVincenzo,1997-01-31,Villanova,USA,Villanova/USA,76,203,5,0,Guard,1,5,2018,2023,1,1,1,0
1628981,Bruno,Fernando,1998-08-15,Maryland,Angola,Maryland/Angola,82,240,4,0,Forward-Center,1,18,2019,2023,1,1,1,0
1628983,Shai,Gilgeous-Alexander,1998-07-12,Kentucky,Canada,Kentucky/Canada,78,195,5,2,Guard,1,27,2018,2023,0,1,1,0
1628984,Devonte',Graham,1995-02-22,Kansas,USA,Kansas/USA,73,195,5,4,Guard,1,37,2018,2023,1,1,1,0
1628988,Aaron,Holiday,1996-09-30,UCLA,USA,UCLA/USA,72,185,5,3,Guard,1,18,2018,2023,0,1,1,0
1628991,Jaren,"Jackson Jr.",1999-09-15,"Michigan State",USA,"Michigan State/USA",82,242,5,13,Forward-Center,1,43,2018,2023,0,1,1,0
1628995,Kevin,"Knox II",1999-08-11,Kentucky,USA,Kentucky/USA,79,215,5,11,Forward,1,32,2018,2023,0,1,1,0
1628997,Caleb,Martin,1995-09-28,Nevada,USA,Nevada/USA,77,205,4,16,Forward,1,40,2019,2023,1,1,1,0
1628998,Cody,Martin,1995-09-28,Nevada,USA,Nevada/USA,78,205,4,11,Forward,1,39,2019,2023,1,1,1,0
1629001,De'Anthony,Melton,1998-05-28,"Southern California",USA,"Southern California/USA",74,200,5,8,Guard,1,21,2018,2023,1,1,1,0
1629002,Chimezie,Metu,1997-03-22,"Southern California",USA,"Southern California/USA",81,225,5,7,Forward-Center,1,32,2018,2023,1,1,1,0
1629003,Shake,Milton,1996-09-26,"Southern Methodist",USA,"Southern Methodist/USA",77,205,5,18,Guard-Forward,1,21,2018,2023,1,1,1,0
1629004,Svi,Mykhailiuk,1997-06-10,Kansas,Ukraine,Kansas/Ukraine,79,205,5,17,Guard-Forward,1,39,2018,2023,1,1,1,0
1629006,Josh,Okogie,1998-09-01,"Georgia Tech",Nigeria,"Georgia Tech/Nigeria",76,213,5,2,Guard,1,29,2018,2023,0,1,1,0
1629011,Mitchell,Robinson,1998-04-01,"Western Kentucky",USA,"Western Kentucky/USA",84,240,5,23,Center-Forward,1,6,2018,2023,0,1,1,0
1629013,Landry,Shamet,1997-03-13,"Wichita State",USA,"Wichita State/USA",76,190,5,14,Guard,1,24,2018,2023,0,1,1,0
1629014,Anfernee,Simons,1999-06-08,"Edgewater HS (FL)",USA,"Edgewater HS (FL)/USA",75,181,5,1,Guard,1,32,2018,2023,1,1,1,0
1629020,Jarred,Vanderbilt,1999-04-03,Kentucky,USA,Kentucky/USA,80,214,5,2,Forward,1,15,2018,2023,1,1,1,0
1629022,Lonnie,"Walker IV",1998-12-14,Miami,USA,Miami/USA,76,204,5,4,Guard-Forward,1,15,2018,2023,1,1,1,0
1629027,Trae,Young,1998-09-19,Oklahoma,USA,Oklahoma/USA,73,164,5,11,Guard,1,18,2018,2023,0,1,1,0
1629028,Deandre,Ayton,1998-07-23,Arizona,Bahamas,Arizona/Bahamas,84,250,5,22,Center,1,29,2018,2023,0,1,1,0
1629029,Luka,Doncic,1999-02-28,"Real Madrid",Slovenia,"Real Madrid/Slovenia",79,230,5,77,Forward-Guard,1,38,2018,2023,0,1,1,0
1629033,Theo,Pinson,1995-11-05,"North Carolina",USA,"North Carolina/USA",79,212,5,1,Guard-Forward,1,38,2018,2023,1,1,1,0
1629048,Goga,Bitadze,1999-07-20,"Mega Basket",Georgia,"Mega Basket/Georgia",83,250,4,88,Center-Forward,1,42,2019,2023,1,1,1,0
1629052,Oshae,Brissett,1998-06-20,Syracuse,Canada,Syracuse/Canada,79,210,4,12,Forward-Guard,1,36,2019,2023,1,1,1,0
1629056,Terence,Davis,1997-05-16,Mississippi,USA,Mississippi/USA,76,201,4,3,Guard,1,32,2019,2023,0,1,1,0
1629057,Robert,"Williams III",1997-10-17,"Texas A&M",USA,"Texas A&M/USA",81,237,5,44,Center-Forward,1,1,2018,2023,1,1,1,0
1629060,Rui,Hachimura,1998-02-08,Gonzaga,Japan,Gonzaga/Japan,80,230,4,28,Forward,1,15,2019,2023,0,1,1,0
1629111,Jock,Landale,1995-10-25,"St. Mary's",Australia,"St. Mary's/Australia",83,255,2,11,Center,1,29,2021,2023,1,1,1,0
1629117,Wenyen,Gabriel,1997-03-26,Kentucky,"South Sudan","Kentucky/South Sudan",81,205,4,35,Forward,1,15,2018,2023,1,1,1,0
1629126,Deonte,Burton,1994-01-31,"Iowa State",USA,"Iowa State/USA",76,240,3,NULL,Guard-Forward,0,NULL,2018,2022,1,1,1,0
1629130,Duncan,Robinson,1994-04-22,Michigan,USA,Michigan/USA,79,215,5,55,Forward,1,40,2018,2023,1,1,1,0
1629134,Kendrick,Nunn,1995-08-03,Oakland,USA,Oakland/USA,75,190,3,20,Guard,1,24,2018,2023,1,1,1,0
1629162,Jordan,McLaughlin,1996-04-09,"Southern California",USA,"Southern California/USA",72,185,4,6,Guard,1,41,2019,2023,1,1,1,0
1629216,Gabe,Vincent,1996-06-14,"California-Santa Barbara",USA,"California-Santa Barbara/USA",74,200,4,2,Guard,1,40,2019,2023,1,1,1,0
1629234,Drew,Eubanks,1997-02-01,"Oregon State",USA,"Oregon State/USA",82,245,5,24,Forward-Center,1,29,2018,2023,1,1,1,0
1629308,Juan,Toscano-Anderson,1993-04-10,Marquette,USA,Marquette/USA,78,209,4,95,Forward,1,33,2019,2023,1,1,1,0
1629312,Haywood,Highsmith,1996-12-09,"Wheeling Jesuit",USA,"Wheeling Jesuit/USA",77,220,3,24,Forward,1,40,2018,2023,1,1,1,0
1629603,Mamadi,Diakite,1997-01-21,Virginia,Guinea,Virginia/Guinea,81,228,3,21,Forward,1,30,2020,2023,1,1,1,0
1629610,DaQuan,Jeffries,1997-08-30,Tulsa,USA,Tulsa/USA,77,222,4,8,Guard-Forward,1,6,2019,2023,1,1,1,0
1629611,Terance,Mann,1996-10-18,"Florida State",USA,"Florida State/USA",77,215,4,14,Guard-Forward,1,31,2019,2023,1,1,1,0
1629622,Max,Strus,1996-03-28,DePaul,USA,DePaul/USA,77,215,4,31,Guard-Forward,1,40,2019,2023,1,1,1,0
1629623,Lindell,Wigginton,1998-03-28,"Iowa State",Canada,"Iowa State/Canada",73,189,2,28,Guard,1,28,2021,2023,1,1,1,0
1629626,Bol,Bol,1999-11-16,Oregon,Sudan,Oregon/Sudan,86,220,4,10,Center-Forward,1,42,2019,2023,1,1,1,0
1629627,Zion,Williamson,2000-07-06,Duke,USA,Duke/USA,78,284,3,1,Forward,1,45,2019,2023,0,1,1,0
1629628,RJ,Barrett,2000-06-14,Duke,Canada,Duke/Canada,78,214,4,9,Forward-Guard,1,6,2019,2023,0,1,1,0
1629629,Cam,Reddish,1999-09-01,Duke,USA,Duke/USA,79,217,4,5,Forward-Guard,1,32,2019,2023,0,1,1,0
1629630,Ja,Morant,1999-08-10,"Murray State",USA,"Murray State/USA",74,174,4,12,Guard,1,43,2019,2023,0,1,1,0
1629631,De'Andre,Hunter,1997-12-02,Virginia,USA,Virginia/USA,80,221,4,12,Forward-Guard,1,18,2019,2023,0,1,1,0
1629632,Coby,White,2000-02-16,"North Carolina",USA,"North Carolina/USA",77,195,4,0,Guard,1,25,2019,2023,0,1,1,0
1629633,Jarrett,Culver,1999-02-20,"Texas Tech",USA,"Texas Tech/USA",78,195,4,NULL,Guard-Forward,0,NULL,2019,2022,1,1,1,0
1629634,Brandon,Clarke,1996-09-19,Gonzaga,Canada,Gonzaga/Canada,80,215,4,15,Forward,1,43,2019,2023,0,1,1,0
1629636,Darius,Garland,2000-01-26,Vanderbilt,USA,Vanderbilt/USA,73,192,4,10,Guard,1,30,2019,2023,0,1,1,0
1629637,Jaxson,Hayes,2000-05-23,Texas,USA,Texas/USA,84,220,4,10,Center-Forward,1,45,2019,2023,1,1,1,0
1629638,Nickeil,Alexander-Walker,1998-09-02,"Virginia Tech",Canada,"Virginia Tech/Canada",77,205,4,9,Guard,1,41,2019,2023,1,1,1,0
1629641,Romeo,Langford,1999-10-25,Indiana,USA,Indiana/USA,77,216,4,35,Guard-Forward,1,37,2019,2023,1,1,1,0
1629642,Nassir,Little,2000-02-11,"North Carolina",USA,"North Carolina/USA",77,220,4,10,Forward-Guard,1,32,2019,2023,0,1,1,0
1629644,KZ,Okpala,1999-04-28,Stanford,USA,Stanford/USA,80,215,4,NULL,Forward-Guard,0,NULL,2019,2022,1,1,1,0
1629645,Kevin,"Porter Jr.",2000-05-04,"Southern California",USA,"Southern California/USA",76,203,4,3,Guard-Forward,1,31,2019,2023,1,1,1,0
1629646,Charles,Bassey,2000-10-28,"Western Kentucky",Nigeria,"Western Kentucky/Nigeria",81,230,2,28,Center-Forward,1,37,2021,2023,1,1,1,0
1629647,Darius,Bazley,2000-06-12,"Princeton HS (OH)",USA,"Princeton HS (OH)/USA",81,216,4,55,Forward,1,29,2019,2023,0,1,1,0
1629650,Moses,Brown,1999-10-13,UCLA,USA,UCLA/USA,86,245,4,NULL,Center,0,NULL,2019,2022,1,1,1,0
1629651,Nic,Claxton,1999-04-17,Georgia,USA,Georgia/USA,83,215,4,33,Center,1,34,2019,2023,1,1,1,0
1629652,Luguentz,Dort,1999-04-19,"Arizona State",Canada,"Arizona State/Canada",76,220,4,5,Guard,1,27,2019,2023,1,1,1,0
1629653,Devon,Dotson,1999-08-02,Kansas,USA,Kansas/USA,73,185,3,NULL,Guard,0,NULL,2020,2022,1,1,1,0
1629655,Daniel,Gafford,1998-10-01,Arkansas,USA,Arkansas/USA,82,234,4,21,Forward-Center,1,24,2019,2023,1,1,1,0
1629656,Quentin,Grimes,2000-05-08,Houston,USA,Houston/USA,77,210,2,6,Guard,1,6,2021,2023,0,1,1,0
1629659,Talen,Horton-Tucker,2000-11-25,"Iowa State",USA,"Iowa State/USA",76,234,4,0,Guard,1,33,2019,2023,1,1,1,0
1629660,Ty,Jerome,1997-07-08,Virginia,USA,Virginia/USA,77,195,4,10,Guard-Forward,1,5,2019,2023,1,1,1,0
1629661,Cameron,Johnson,1996-03-03,"North Carolina",USA,"North Carolina/USA",80,210,4,2,Forward,1,34,2019,2023,0,1,1,0
1629663,Louis,King,1999-04-06,Oregon,USA,Oregon/USA,79,205,4,23,Forward,1,21,2019,2023,1,1,1,0
1629667,Jalen,McDaniels,1998-01-31,"San Diego State",USA,"San Diego State/USA",81,205,4,7,Forward-Center,1,21,2019,2023,1,1,1,0
1629669,Jaylen,Nowell,1999-07-09,Washington,USA,Washington/USA,76,201,4,4,Guard,1,41,2019,2023,1,1,1,0
1629670,Jordan,Nwora,1998-09-09,Louisville,USA,Louisville/USA,81,225,3,13,Forward,1,36,2020,2023,1,1,1,0
1629673,Jordan,Poole,1999-06-19,Michigan,USA,Michigan/USA,76,194,4,3,Guard,1,5,2019,2023,1,1,1,0
1629674,Neemias,Queta,1999-07-13,"Utah State",Portugal,"Utah State/Portugal",84,248,2,88,Center,1,32,2021,2023,1,1,1,0
1629675,Naz,Reid,1999-08-26,"Louisiana State",USA,"Louisiana State/USA",81,264,4,11,Center-Forward,1,41,2019,2023,1,1,1,0
1629676,Isaiah,Roby,1998-02-03,Nebraska,USA,Nebraska/USA,80,230,4,18,Forward,1,6,2019,2023,1,1,1,0
1629677,Luka,Samanic,2000-01-09,"Union Olimpija",Croatia,"Union Olimpija/Croatia",82,227,3,19,Forward,1,33,2019,2023,1,1,1,0
1629678,Admiral,Schofield,1997-03-30,Tennessee,"United Kingdom","Tennessee/United Kingdom",77,241,3,25,Forward,1,42,2019,2023,1,1,1,0
1629680,Matisse,Thybulle,1997-03-04,Washington,USA,Washington/USA,77,201,4,4,Guard-Forward,1,32,2019,2023,0,1,1,0
1629684,Grant,Williams,1998-11-30,Tennessee,USA,Tennessee/USA,78,236,4,12,Forward,1,1,2019,2023,0,1,1,0
1629685,Dylan,Windler,1996-09-22,Belmont,USA,Belmont/USA,79,196,3,9,Guard-Forward,1,30,2019,2023,1,1,1,0
1629714,Jarrell,Brantley,1996-06-07,"College of Charleston",USA,"College of Charleston/USA",77,250,3,NULL,Forward,0,NULL,2019,2022,1,1,1,0
1629723,John,Konchar,1996-03-22,"Indiana-Purdue Fort Wayne",USA,"Indiana-Purdue Fort Wayne/USA",77,210,4,46,Guard,1,43,2019,2023,1,1,1,0
1629726,Garrison,Mathews,1996-10-24,Lipscomb,USA,Lipscomb/USA,78,215,4,25,Guard,1,18,2019,2023,1,1,1,0
1629731,Dean,Wade,1996-11-20,"Kansas State",USA,"Kansas State/USA",81,228,4,32,Forward-Center,1,30,2019,2023,1,1,1,0
1629750,Javonte,Green,1993-07-23,Radford,USA,Radford/USA,77,205,4,24,Guard,1,25,2019,2023,0,1,1,0
1629875,Xavier,Moon,1995-01-02,"Morehead State",USA,"Morehead State/USA",72,165,2,15,Guard,1,31,2021,2023,1,1,1,0
1630162,Anthony,Edwards,2001-08-05,Georgia,USA,Georgia/USA,76,225,3,1,Guard,1,41,2020,2023,0,1,1,0
1630163,LaMelo,Ball,2001-08-22,Illawarra,USA,Illawarra/USA,79,180,3,1,Guard,1,39,2020,2023,0,1,1,0
1630164,James,Wiseman,2001-03-31,Memphis,USA,Memphis/USA,84,240,2,13,Center,1,13,2020,2023,1,1,1,0
1630165,Killian,Hayes,2001-07-27,"Ratiopharm Ulm",France,"Ratiopharm Ulm/France",77,195,3,7,Guard,1,13,2020,2023,0,1,1,0
1630167,Obi,Toppin,1998-03-04,Dayton,USA,Dayton/USA,81,220,3,1,Forward,1,6,2020,2023,0,1,1,0
1630168,Onyeka,Okongwu,2000-12-11,"Southern California",USA,"Southern California/USA",81,240,3,17,Forward-Center,1,18,2020,2023,1,1,1,0
1630169,Tyrese,Haliburton,2000-02-29,"Iowa State",USA,"Iowa State/USA",77,185,3,0,Guard,1,36,2020,2023,0,1,1,0
1630171,Isaac,Okoro,2001-01-26,Auburn,USA,Auburn/USA,77,225,3,35,Forward-Guard,1,30,2020,2023,0,1,1,0
1630172,Patrick,Williams,2001-08-26,"Florida State",USA,"Florida State/USA",79,215,3,44,Forward,1,25,2020,2023,0,1,1,0
1630173,Precious,Achiuwa,1999-09-19,Memphis,Nigeria,Memphis/Nigeria,80,225,3,5,Forward,1,44,2020,2023,0,1,1,0
1630174,Aaron,Nesmith,1999-10-16,Vanderbilt,USA,Vanderbilt/USA,77,215,3,23,Guard-Forward,1,36,2020,2023,1,1,1,0
1630175,Cole,Anthony,2000-05-15,"North Carolina",USA,"North Carolina/USA",75,185,3,50,Guard,1,42,2020,2023,0,1,1,0
1630176,Vernon,"Carey Jr.",2001-02-25,Duke,USA,Duke/USA,82,270,3,13,Center,1,33,2020,2023,1,1,1,0
1630177,Theo,Maledon,2001-06-12,Asvel,France,Asvel/France,77,175,3,9,Guard,1,39,2020,2023,1,1,1,0
1630180,Saddiq,Bey,1999-04-09,Villanova,USA,Villanova/USA,79,215,3,41,Forward,1,18,2020,2023,0,1,1,0
1630181,R.J.,Hampton,2001-02-07,NULL,USA,"New Zealand Breakers/USA",76,175,4,14,Guard,0,13,2020,2022,1,1,1,0
1630182,Josh,Green,2000-11-16,Arizona,Australia,Arizona/Australia,79,200,3,8,Guard,1,38,2020,2023,1,1,1,0
1630188,Jalen,Smith,2000-03-16,Maryland,USA,Maryland/USA,81,215,3,25,Forward-Center,1,36,2020,2023,1,1,1,0
1630191,Isaiah,Stewart,2001-05-22,Washington,USA,Washington/USA,80,250,3,28,Forward-Center,1,13,2020,2023,0,1,1,0
1630192,Zeke,Nnaji,2001-01-09,Arizona,USA,Arizona/USA,81,240,3,22,Forward-Center,1,35,2020,2023,0,1,1,0
1630193,Immanuel,Quickley,1999-06-17,Kentucky,USA,Kentucky/USA,74,190,3,5,Guard,1,6,2020,2023,0,1,1,0
1630195,Leandro,Bolmaro,2000-09-11,NULL,Argentina,"FC Barcelona/Argentina",78,200,2,NULL,Forward,0,NULL,2021,2022,1,1,1,0
1630197,Aleksej,Pokusevski,2001-12-26,Olympiacos,Serbia,Olympiacos/Serbia,84,210,3,17,Forward,1,27,2020,2023,1,1,1,0
1630200,Tre,Jones,2000-01-08,Duke,USA,Duke/USA,73,185,3,33,Guard,1,37,2020,2023,1,1,1,0
1630202,Payton,Pritchard,1998-01-28,Oregon,USA,Oregon/USA,73,195,3,11,Guard,1,1,2020,2023,0,1,1,0
1630205,Lamar,Stevens,1997-07-09,"Penn State",USA,"Penn State/USA",78,230,3,8,Forward,1,30,2020,2023,0,1,1,0
1630208,Nick,Richards,1997-11-29,Kentucky,Jamaica,Kentucky/Jamaica,84,245,3,4,Center,1,39,2020,2023,1,1,1,0
1630209,Omer,Yurtseven,1998-06-19,Georgetown,Turkey,Georgetown/Turkey,83,275,2,77,Center,1,40,2020,2023,1,1,1,0
1630214,Xavier,Tillman,1999-01-12,"Michigan State",USA,"Michigan State/USA",79,245,3,2,Forward,1,43,2020,2023,1,1,1,0
1630215,Jared,Butler,2000-08-25,Baylor,USA,Baylor/USA,75,193,2,14,Guard,1,27,2021,2023,1,1,1,0
1630217,Desmond,Bane,1998-06-25,TCU,USA,TCU/USA,77,215,3,22,Guard,1,43,2020,2023,0,1,1,0
1630219,Skylar,Mays,1997-09-05,"Louisiana State",USA,"Louisiana State/USA",76,205,3,NULL,Guard,0,NULL,2020,2022,1,1,1,0
1630224,Jalen,Green,2002-02-09,"NBA G League Ignite",USA,"NBA G League Ignite/USA",76,186,2,4,Guard,1,31,2021,2023,1,1,1,0
1630225,Isaiah,Todd,2001-10-17,"NBA G League Ignite",USA,"NBA G League Ignite/USA",81,219,2,14,Forward,1,29,2021,2023,1,1,1,0
1630227,Daishen,Nix,2002-02-13,"                                ",USA,"NBA G League Ignite/USA",76,226,3,15,Guard,0,31,2021,2022,1,1,1,0
1630230,Naji,Marshall,1998-01-24,Xavier,USA,Xavier/USA,79,220,3,8,Forward,1,45,2020,2023,1,1,1,0
1630231,Kenyon,"Martin Jr.",2001-01-06,"IMG Academy (FL)",USA,"IMG Academy (FL)/USA",79,215,3,6,Forward,1,31,2020,2023,1,1,1,0
1630235,Trent,Forrest,1998-06-12,"Florida State",USA,"Florida State/USA",76,210,3,2,Guard,1,18,2020,2023,1,1,1,0
1630237,Anthony,Lamb,1998-01-20,Vermont,USA,Vermont/USA,78,227,3,40,Forward,1,5,2020,2023,1,1,1,0
1630240,Saben,Lee,1999-06-23,Vanderbilt,USA,Vanderbilt/USA,74,183,3,38,Guard,1,29,2020,2023,1,1,1,0
1630241,Sam,Merrill,1996-05-15,"Utah State",USA,"Utah State/USA",76,205,3,20,Guard,1,30,2020,2023,1,1,1,0
1630243,Trevelin,Queen,1997-02-25,"New Mexico State",USA,"New Mexico State/USA",78,190,2,NULL,Guard,0,NULL,2021,2022,1,1,1,0
1630245,Ayo,Dosunmu,2000-01-17,Illinois,USA,Illinois/USA,77,200,2,12,Guard,1,25,2021,2023,0,1,1,0
1630249,Vit,Krejci,2000-06-19,Zaragoza,"Czech Republic","Zaragoza/Czech Republic",80,195,2,27,Guard,1,18,2021,2023,1,1,1,0
1630250,Marko,Simonovic,1999-10-15,"Mega Basket",Montenegro,"Mega Basket/Montenegro",84,220,2,19,Center,1,25,2021,2023,1,1,1,0
1630256,Jae'Sean,Tate,1995-10-28,"Ohio State",USA,"Ohio State/USA",77,230,3,8,Forward,1,31,2020,2023,0,1,1,0
1630264,Anthony,Gill,1992-10-17,Virginia,USA,Virginia/USA,80,230,3,16,Forward,1,24,2020,2023,0,1,1,0
1630267,Facundo,Campazzo,1991-03-23,NULL,Argentina,Murcia/Argentina,70,195,3,NULL,Guard,0,NULL,2020,2022,0,1,1,0
1630270,Xavier,Sneed,1997-12-21,"Kansas State",USA,"Kansas State/USA",77,215,2,19,Forward,1,39,2021,2023,1,1,1,0
1630284,Kevon,Harris,1997-06-24,"Stephen F. Austin",USA,"Stephen F. Austin/USA",78,216,1,7,Guard,1,42,2022,2023,1,1,1,0
1630288,Jeff,"Dowtin Jr.",1997-05-10,"Rhode Island",USA,"Rhode Island/USA",75,177,2,20,Guard,1,44,2021,2023,1,1,1,0
1630296,Braxton,Key,1997-02-14,Virginia,USA,Virginia/USA,80,225,2,NULL,Forward,0,NULL,2021,2022,1,1,1,0
1630322,Lindy,"Waters III",1997-07-28,"Oklahoma State",USA,"Oklahoma State/USA",78,210,2,12,Forward,1,27,2021,2023,1,1,1,0
1630526,Jeremiah,Robinson-Earl,2000-11-03,Villanova,USA,Villanova/USA,80,240,2,50,Forward,1,27,2021,2023,1,1,1,0
1630527,Brandon,"Boston Jr.",2001-11-28,Kentucky,USA,Kentucky/USA,78,188,2,4,Guard,1,31,2021,2023,1,1,1,0
1630528,Josh,Christopher,2001-12-08,"Arizona State",USA,"Arizona State/USA",76,215,2,9,Guard,1,31,2021,2023,1,1,1,0
1630529,Herbert,Jones,1998-10-06,Alabama,USA,Alabama/USA,79,206,2,5,Forward,1,45,2021,2023,0,1,1,0
1630530,Trey,"Murphy III",2000-06-18,Virginia,USA,Virginia/USA,80,206,2,25,Forward,1,45,2021,2023,1,1,1,0
1630531,Jaden,Springer,2002-09-25,Tennessee,USA,Tennessee/USA,76,202,2,11,Guard,1,21,2021,2023,1,1,1,0
1630533,Ziaire,Williams,2001-09-12,Stanford,USA,Stanford/USA,81,185,2,8,Forward,1,43,2021,2023,1,1,1,0
1630534,Ochai,Agbaji,2000-04-20,Kansas,USA,Kansas/USA,77,215,1,30,Guard,1,33,2022,2023,1,1,1,0
1630535,Greg,"Brown III",2001-09-01,Texas,USA,Texas/USA,79,206,2,NULL,Forward,0,NULL,2021,2022,1,1,1,0
1630537,Chris,Duarte,1997-06-13,Oregon,"Dominican Republic","Oregon/Dominican Republic",77,190,2,3,Guard,1,36,2021,2023,1,1,1,0
1630538,Bones,Hyland,2000-09-14,"Virginia Commonwealth",USA,"Virginia Commonwealth/USA",74,169,2,5,Guard,1,31,2021,2023,0,1,1,0
1630539,Kai,Jones,2001-01-19,Texas,Bahamas,Texas/Bahamas,83,221,2,23,Center-Forward,1,39,2021,2023,1,1,1,0
1630540,Miles,McBride,2000-09-08,"West Virginia",USA,"West Virginia/USA",74,195,2,2,Guard,1,6,2021,2023,1,1,1,0
1630541,Moses,Moody,2002-05-31,Arkansas,USA,Arkansas/USA,77,211,2,4,Guard,1,5,2021,2023,1,1,1,0
1630543,Isaiah,Jackson,2002-01-10,Kentucky,USA,Kentucky/USA,81,205,2,22,Forward,1,36,2021,2023,1,1,1,0
1630544,Tre,Mann,2001-02-03,Florida,USA,Florida/USA,75,178,2,23,Guard,1,27,2021,2023,1,1,1,0
1630548,Johnny,Juzang,2001-03-17,UCLA,USA,UCLA/USA,78,209,1,33,Guard,1,33,2022,2023,1,1,1,0
1630550,JT,Thor,2002-08-26,Auburn,USA,Auburn/USA,81,203,2,21,Forward,1,39,2021,2023,1,1,1,0
1630551,Justin,Champagnie,2001-06-29,Pittsburgh,USA,Pittsburgh/USA,78,206,2,99,Guard-Forward,1,1,2021,2023,1,1,1,0
1630552,Jalen,Johnson,2001-12-18,Duke,USA,Duke/USA,80,219,2,1,Forward,1,18,2021,2023,1,1,1,0
1630553,Keon,Johnson,2002-03-10,Tennessee,USA,Tennessee/USA,75,185,2,6,Guard,1,32,2021,2023,1,1,1,0
1630554,Jason,Preston,1999-08-10,Ohio,USA,Ohio/USA,75,181,1,17,Guard,1,31,2021,2023,1,1,1,0
1630557,Corey,Kispert,1999-03-03,Gonzaga,USA,Gonzaga/USA,78,224,2,24,Forward,1,24,2021,2023,0,1,1,0
1630558,Davion,Mitchell,1998-09-05,Baylor,USA,Baylor/USA,72,202,2,15,Guard,1,32,2021,2023,0,1,1,0
1630559,Austin,Reaves,1998-05-29,Oklahoma,USA,Oklahoma/USA,77,197,2,15,Guard,1,15,2021,2023,0,1,1,0
1630560,Cam,Thomas,2001-10-13,"Louisiana State",Japan,"Louisiana State/Japan",75,210,2,24,Guard,1,34,2021,2023,1,1,1,0
1630561,David,"Duke Jr.",1999-10-13,Providence,USA,Providence/USA,76,204,2,6,Guard,1,34,2021,2023,1,1,1,0
1630563,Joshua,Primo,2002-12-24,Alabama,Canada,Alabama/Canada,78,189,2,NULL,Guard,0,NULL,2021,2022,1,1,1,0
1630564,RaiQuan,Gray,1999-07-07,"Florida State",USA,"Florida State/USA",79,269,1,0,Forward,1,34,2022,2023,1,1,1,0
1630567,Scottie,Barnes,2001-08-01,"Florida State",USA,"Florida State/USA",80,225,2,4,Forward,1,44,2021,2023,0,1,1,0
1630572,Sandro,Mamukelashvili,1999-05-23,"Seton Hall",Georgia,"Seton Hall/Georgia",82,240,2,54,Forward-Center,1,37,2021,2023,1,1,1,0
1630573,Sam,Hauser,1997-12-08,Virginia,USA,Virginia/USA,79,217,2,30,Forward,1,1,2021,2023,1,1,1,0
1630577,Julian,Champagnie,2001-06-29,"St. John's",USA,"St. John's/USA",79,217,1,30,Forward,1,37,2022,2023,1,1,1,0
1630578,Alperen,Sengun,2002-07-25,Besiktas,Turkey,Besiktas/Turkey,83,243,2,28,Center,1,31,2021,2023,0,1,1,0
1630579,Jericho,Sims,1998-10-20,Texas,USA,Texas/USA,82,250,2,45,Center,1,6,2021,2023,1,1,1,0
1630580,Joe,Wieskamp,1999-08-23,Iowa,USA,Iowa/USA,78,205,2,11,Guard-Forward,1,44,2021,2023,1,1,1,0
1630581,Josh,Giddey,2002-10-10,"NBA Global Academy",Australia,"NBA Global Academy/Australia",80,216,2,3,Guard,1,27,2021,2023,0,1,1,0
1630583,Santi,Aldama,2001-01-10,Loyola-Maryland,Spain,Loyola-Maryland/Spain,84,215,2,7,Forward-Center,1,43,2021,2023,1,1,1,0
1630586,Usman,Garuba,2002-03-09,"Real Madrid",Spain,"Real Madrid/Spain",80,229,2,16,Forward,1,31,2021,2023,1,1,1,0
1630587,Isaiah,Livers,1998-07-28,Michigan,USA,Michigan/USA,78,232,2,12,Forward,1,13,2021,2023,1,1,1,0
1630591,Jalen,Suggs,2001-06-03,Gonzaga,USA,Gonzaga/USA,77,205,2,4,Guard,1,42,2021,2023,0,1,1,0
1630593,McKinley,"Wright IV",1998-10-25,Colorado,USA,Colorado/USA,71,192,2,23,Guard,1,38,2021,2023,1,1,1,0
