id,first_name,last_name,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey_number,position,is_active,from_year,to_year,is_d_league,is_nba,has_played,is_greatest_75,team_id
111,LaPhonso,Ellis,1970-05-05,Notre Dame,USA,Notre Dame/USA,80.0,240.0,12,3,Forward,False,1992.0,2002.0,False,True,True,False,41
1034,LeRon,Ellis,1969-04-28,Syracuse,USA,Syracuse/USA,81.0,225.0,3,28,Center,False,1991.0,1995.0,False,True,True,False,41
76663,Leroy,Ellis,1940-03-10,St. John's (NY),USA,St. John's (NY)/USA,83.0,210.0,14,25,Forward,False,1962.0,1975.0,False,True,True,False,44
101145,Monta,Ellis,1985-10-26,No College,USA,Lanier HS (MS)/USA,75.0,185.0,13,11,Guard,False,2005.0,2016.0,False,True,True,False,30
442,Pervis,Ellison,1967-04-03,Louisville,USA,Louisville/USA,,,11,,Center,False,1989.0,2000.0,False,True,True,False,15
600010,Len,Elmore,1952-03-28,Maryland,USA,Maryland/USA,82.0,220.0,8,44,Center,False,1976.0,1983.0,False,True,True,False,36
76667,Darrell,Elston,1952-08-15,North Carolina,USA,North Carolina/USA,75.0,190.0,1,15,Guard,False,1976.0,1976.0,False,True,True,False,16
2408,Melvin,Ely,1978-05-02,Fresno State,USA,Fresno State/USA,82.0,260.0,9,4,Center-Forward,False,2002.0,2013.0,True,True,True,False,15
203954,Joel,Embiid,1994-03-16,Kansas,Cameroon,Kansas/Cameroon,84.0,280.0,7,21,Center-Forward,True,2014.0,2023.0,False,True,True,False,36
76668,Wayne,Embry,1937-03-26,Miami (Ohio),USA,Miami (Ohio)/USA,80.0,240.0,11,15,Center,False,1958.0,1968.0,False,True,True,False,1
2765,Andre,Emmett,1982-08-27,Texas Tech,USA,Texas Tech/USA,77.0,230.0,3,,Guard,False,2004.0,2011.0,True,True,True,False,21
76669,Ned,Endress,1918-03-02,Akron,USA,Akron/USA,74.0,200.0,1,,Forward,False,1946.0,1946.0,False,True,True,False,35
76670,Chris,Engler,1959-03-01,Wyoming,USA,Wyoming/USA,83.0,245.0,5,50,Center,False,1982.0,1987.0,False,True,True,False,1
76671,Wayne,Englestad,1963-12-06,California-Irvine,USA,California-Irvine/USA,80.0,245.0,1,43,Forward,False,1988.0,1988.0,False,True,True,False,35
76672,A.J.,English,1967-07-11,Virginia Union,USA,Virginia Union/USA,75.0,175.0,2,14,Guard,False,1990.0,1991.0,False,True,True,False,37
76673,Alex,English,1954-01-05,South Carolina,USA,South Carolina/USA,80.0,190.0,15,2,Forward,False,1976.0,1990.0,False,True,True,False,37
76674,Claude,English,1946-12-26,Rhode Island,USA,Rhode Island/USA,76.0,185.0,1,15,Guard,False,1970.0,1970.0,False,True,True,False,44
76676,Jojo,English,1970-02-04,South Carolina,USA,South Carolina/USA,76.0,195.0,3,3,Guard,False,1992.0,1994.0,False,True,True,False,36
203119,Kim,English,1988-09-24,Missouri,USA,Missouri/USA,78.0,200.0,2,24,Guard,False,2012.0,2012.0,True,True,True,False,33
76675,Scott,English,1950-10-20,Texas-El Paso,USA,Texas-El Paso/USA,78.0,205.0,1,14,Forward,False,1972.0,1972.0,False,True,True,False,41
76677,Gene,Englund,1917-10-21,Wisconsin,USA,Wisconsin/USA,76.0,205.0,1,10,Forward,False,1949.0,1949.0,False,True,True,False,39
203898,Tyler,Ennis,1994-08-24,Syracuse,Canada,Syracuse/Canada,75.0,194.0,4,10,Guard,False,2014.0,2017.0,True,True,True,False,41
203516,James,Ennis III,1990-07-01,Cal State-Long Beach,USA,California State-Long Beach/USA,78.0,215.0,8,,Forward,False,2014.0,2021.0,True,True,True,False,43
201623,Semih,Erden,1986-07-28,Fenerbahce,Turkey,Fenerbahce/Turkey,84.0,240.0,3,9,Center,False,2010.0,2011.0,False,True,True,False,44
76679,Bo,Erias,1932-07-30,Niagara,USA,Niagara/USA,75.0,220.0,1,,Forward,False,1957.0,1957.0,False,True,True,False,16
76680,Keith,Erickson,1944-04-19,UCLA,USA,UCLA/USA,77.0,195.0,12,14,Forward,False,1965.0,1976.0,False,True,True,False,45
76681,Julius,Erving,1950-02-22,Massachusetts,USA,Massachusetts/USA,79.0,200.0,11,6,Forward,False,1976.0,1986.0,False,True,True,True,32
1915,Evan,Eschmeyer,1975-05-30,Northwestern,USA,Northwestern/USA,83.0,250.0,5,00,Center,False,1999.0,2003.0,False,True,True,False,27
76682,Jack,Eskridge,1924-01-21,Kansas,USA,Kansas/USA,77.0,200.0,1,,Center,False,1948.0,1948.0,False,True,True,False,28
76683,Vincenzo,Esposito,1969-03-01,Fortitudo Bologna,Italy,Fortitudo Bologna/Italy,75.0,198.0,1,4,Guard,False,1995.0,1995.0,False,True,True,False,25
1629234,Drew,Eubanks,1997-02-01,Oregon State,USA,Oregon State/USA,82.0,245.0,5,24,Forward-Center,True,2018.0,2023.0,True,True,True,False,39
76687,Bob,Evans,1925-05-31,Butler,USA,Butler/USA,74.0,175.0,1,,Guard,False,1949.0,1949.0,False,True,True,False,31
76685,Earl,Evans,1955-11-11,UNLV,USA,UNLV/USA,80.0,202.0,1,,Forward,False,1979.0,1979.0,False,True,True,False,1
1628980,Jacob,Evans,1997-06-18,Cincinnati,USA,Cincinnati/USA,76.0,210.0,3,12,Guard-Forward,False,2018.0,2019.0,True,True,True,False,21
202379,Jeremy,Evans,1987-10-24,Western Kentucky,USA,Western Kentucky/USA,81.0,200.0,7,6,Forward,False,2010.0,2017.0,True,True,True,False,5
2230,Maurice,Evans,1978-11-08,Texas,USA,Texas-Austin/USA,77.0,220.0,10,6,Guard-Forward,False,2001.0,2011.0,False,True,True,False,36
2501,Reggie,Evans,1980-05-18,Iowa,USA,Iowa/USA,80.0,245.0,13,30,Center-Forward,False,2002.0,2014.0,False,True,True,False,42
201936,Tyreke,Evans,1989-09-19,Memphis,USA,Memphis/USA,78.0,220.0,10,,Guard,False,2009.0,2018.0,True,True,True,False,1
101137,Daniel,Ewing,1983-03-26,Duke,USA,Duke/USA,75.0,185.0,2,3,Guard,False,2005.0,2006.0,False,True,True,False,18
201607,Patrick,Ewing,1984-05-20,Georgetown,USA,Georgetown/USA,80.0,235.0,2,22,Forward,False,2010.0,2010.0,True,True,True,False,30
203957,Dante,Exum,1995-07-13,Australian Institute of Sport,Australia,Australian Institute of Sport/Australia,77.0,214.0,7,5,Guard,False,2014.0,2020.0,False,True,True,False,33
201963,Christian,Eyenga,1989-06-22,DKV Joventut,Congo,DKV Joventut/Congo/USA,79.0,210.0,3,88,Forward,False,2010.0,2011.0,True,True,True,False,1
203105,Festus,Ezeli,1989-10-21,Vanderbilt,Nigeria,Vanderbilt/Nigeria,83.0,265.0,4,31,Center,False,2012.0,2016.0,True,True,True,False,6
76689,Johnny,Ezersky,1905-04-04,Rhode Island,USA,Rhode Island/USA,,,3,,,False,1947.0,1949.0,False,True,True,False,30
76690,Joe,Fabel,1913-09-04,Pittsburgh,USA,Pittsburgh/USA,73.0,190.0,1,,Forward,False,1946.0,1946.0,False,True,True,False,42
76691,John,Fairchild,1943-04-28,Brigham Young,USA,Brigham Young/USA,79.0,205.0,1,33,Forward,False,1965.0,1965.0,False,True,True,False,40
1629605,Tacko,Fall,1995-12-10,UCF,Senegal,Central Florida/Senegal,90.0,311.0,3,,Center,False,2019.0,2021.0,True,True,True,False,34
76692,Phil,Farbman,1924-04-03,City College of New York,USA,City College of New York/USA,73.0,185.0,1,8,Forward,False,1948.0,1948.0,False,True,True,False,33
76693,Dick,Farley,1932-04-13,Indiana,USA,Indiana/USA,76.0,190.0,3,22,Guard,False,1954.0,1958.0,False,True,True,False,21
200770,Jordan,Farmar,1986-11-30,UCLA,USA,UCLA/USA,74.0,180.0,10,,Guard,False,2006.0,2016.0,True,True,True,False,33
2824,Desmon,Farmer,1981-10-07,Southern California,USA,Southern California/USA,77.0,220.0,2,,Guard,False,2006.0,2008.0,True,True,True,False,33
76695,Jim,Farmer,1964-09-23,Alabama,USA,Alabama/USA,76.0,190.0,5,22,Forward,False,1987.0,1993.0,False,True,True,False,1
76694,Mike,Farmer,1936-09-26,San Francisco,USA,San Francisco/USA,79.0,210.0,7,12,Forward,False,1958.0,1965.0,False,True,True,False,42
1108,Tony,Farmer,1970-01-03,Nebraska,USA,Nebraska/USA,81.0,244.0,3,8,Forward,False,1997.0,1999.0,False,True,True,False,36
203543,Vitor,Faverani,1988-05-05,Valencia,Brazil,Valencia/Brazil,83.0,260.0,2,38,Center,False,2013.0,2013.0,True,True,True,False,13
202324,Derrick,Favors,1991-07-15,Georgia Tech,USA,Georgia Tech/USA,81.0,265.0,13,15,Forward,False,2010.0,2021.0,False,True,True,False,44
201174,Nick,Fazekas,1985-06-17,Nevada-Reno,USA,Nevada-Reno/USA,83.0,235.0,2,20,Forward,False,2007.0,2007.0,True,True,True,False,32
76697,Dave,Fedor,1940-12-10,Florida State,USA,Florida State/USA,78.0,190.0,1,17,Forward,False,1962.0,1962.0,False,True,True,False,41
76699,Butch,Feher,1954-05-19,Vanderbilt,USA,Vanderbilt/USA,76.0,185.0,1,7,Guard,False,1976.0,1976.0,False,True,True,False,27
994,Jamie,Feick,1974-07-03,Michigan State,USA,Michigan State/USA,80.0,255.0,6,14,Forward,False,1996.0,2002.0,False,True,True,False,42
76701,Ron,Feiereisel,1931-08-06,DePaul,USA,DePaul/USA,75.0,185.0,1,22,Guard,False,1955.0,1955.0,False,True,True,False,36
76703,Dave,Feitl,1962-06-08,Texas-El Paso,USA,Texas-El Paso/USA,83.0,235.0,5,45,Center,False,1986.0,1991.0,False,True,True,False,32
1627770,Kay,Felder,1995-03-29,Oakland,USA,Oakland/USA,69.0,176.0,3,22,Guard,False,2016.0,2017.0,True,True,True,False,16
1626245,Cristiano,Felicio,1992-07-07,Flamengo,Brazil,Flamengo/Brazil,83.0,270.0,7,6,Forward-Center,False,2015.0,2020.0,True,True,True,False,43
203467,Carrick,Felix,1990-08-17,Arizona State,USA,Arizona State/USA,78.0,201.0,2,30,Guard-Forward,False,2013.0,2013.0,True,True,True,False,34
101230,Noel,Felix,1981-10-04,Fresno State,USA,Fresno State/USA,81.0,225.0,2,16,Forward,False,2005.0,2005.0,True,True,True,False,32
76704,Ray,Felix,1930-12-10,Long Island-Brooklyn,USA,Long Island-Brooklyn/USA,83.0,220.0,9,14,Center,False,1953.0,1961.0,False,True,True,False,36
101109,Raymond,Felton,1984-06-26,North Carolina,USA,North Carolina/USA,73.0,205.0,15,2,Guard,False,2005.0,2018.0,False,True,True,False,45
76705,Jake,Fendley,1929-06-12,Northwestern,USA,Northwestern/USA,72.0,180.0,2,6,Guard,False,1951.0,1952.0,False,True,True,False,15
76706,Bill,Fenley,1922-02-08,Manhattan,USA,Manhattan/USA,75.0,190.0,1,7,Forward,False,1946.0,1946.0,False,True,True,False,36
2724,Desmond,Ferguson,1977-07-22,Detroit,USA,Detroit/USA,79.0,210.0,2,5,Forward,False,2003.0,2003.0,False,True,True,False,35
1628390,Terrance,Ferguson,1998-05-17,,USA,Adelaide/USA,78.0,190.0,4,,Guard,False,2017.0,2020.0,True,True,True,False,33
201164,Rudy,Fernandez,1985-04-04,DKV Joventut,Spain,DKV Joventut/Spain,,,5,,,False,2008.0,2016.0,False,True,True,False,39
1628981,Bruno,Fernando,1998-08-15,Maryland,Angola,Maryland/Angola,82.0,240.0,4,0,Forward-Center,True,2019.0,2023.0,True,True,True,False,33
76707,Eric,Fernsten,1953-11-01,San Francisco,USA,San Francisco/USA,82.0,205.0,6,45,Center,False,1975.0,1983.0,False,True,True,False,31
76708,Al,Ferrari,1933-07-06,Michigan State,USA,Michigan State/USA,76.0,190.0,6,22,Guard,False,1955.0,1962.0,False,True,True,False,38
76709,Rolando,Ferreira,1964-05-24,Houston,USA,Houston/USA,85.0,240.0,1,32,Forward,False,1988.0,1988.0,False,True,True,False,25
273,Duane,Ferrell,1965-02-28,Georgia Tech,USA,Georgia Tech/USA,79.0,215.0,11,33,Forward,False,1988.0,1998.0,False,True,True,False,36
1627812,Yogi,Ferrell,1993-05-09,Indiana,USA,Indiana/USA,72.0,178.0,6,11,Guard,False,2016.0,2020.0,True,True,True,False,13
76711,Arnie,Ferrin,1925-07-29,Utah,USA,Utah/USA,76.0,180.0,3,18,Forward,False,1948.0,1950.0,False,True,True,False,5
76712,Bob,Ferry,1937-05-31,St. Louis,USA,St. Louis/USA,80.0,230.0,10,12,Center,False,1959.0,1968.0,False,True,True,False,35
198,Danny,Ferry,1966-10-17,Duke,USA,Duke/USA,82.0,235.0,14,35,Forward,False,1990.0,2002.0,False,True,True,False,36
201178,Kyrylo,Fesenko,1986-12-24,Cherkaski,Ukraine,Cherkaski/Ukraine,85.0,280.0,6,44,Center,False,2007.0,2011.0,True,True,True,False,44
76713,Kenny,Fields,1962-02-09,UCLA,USA,UCLA/USA,77.0,220.0,4,54,Forward,False,1984.0,1987.0,False,True,True,False,28
202361,Landry,Fields,1988-06-27,Stanford,USA,Stanford/USA,79.0,215.0,5,2,Guard-Forward,False,2010.0,2014.0,False,True,True,False,37
76714,Ron,Filipek,1944-02-05,Tennessee Tech,USA,Tennessee Tech/USA,77.0,205.0,1,20,Forward,False,1967.0,1967.0,False,True,True,False,42
76715,Greg,Fillmore,1947-03-07,Cheyney,USA,Cheyney/USA,85.0,240.0,2,34,Center,False,1970.0,1971.0,False,True,True,False,27
76716,Hank,Finkel,1942-04-20,Dayton,USA,Dayton/USA,84.0,240.0,9,29,Center,False,1966.0,1974.0,False,True,True,False,21
714,Michael,Finley,1973-03-06,Wisconsin,USA,Wisconsin/USA,79.0,225.0,16,40,Guard-Forward,False,1995.0,2009.0,False,True,True,False,31
76717,Danny,Finn,1928-05-27,St. John's (NY),USA,St. John's (NY)/USA,73.0,185.0,3,7,Guard,False,1952.0,1954.0,False,True,True,False,33
965,Derek,Fisher,1974-08-09,Arkansas-Little Rock,USA,Arkansas-Little Rock/USA,73.0,210.0,18,6,Guard,False,1996.0,2013.0,False,True,True,False,44
2809,Gerald,Fitch,1982-08-12,Kentucky,USA,Kentucky/USA,75.0,188.0,2,,Guard,False,2005.0,2005.0,True,True,True,False,34
1630238,Malik,Fitts,1997-07-04,,USA,St. Mary's College/USA,77.0,230.0,3,8,Forward,False,2020.0,2021.0,True,True,True,False,40
76719,Dick,Fitzgerald,1920-11-18,Seton Hall,USA,Seton Hall/USA,74.0,175.0,2,,Forward,False,1946.0,1947.0,False,True,True,False,27
2033,Marcus,Fizer,1978-08-10,Iowa State,USA,Iowa State/USA,,,6,,,False,2000.0,2007.0,True,True,True,False,16
76721,Jerry,Fleishman,1922-02-14,New York University,USA,New York University/USA,74.0,190.0,5,4,Guard,False,1946.0,1952.0,False,True,True,False,45
76722,Al,Fleming,1954-04-05,Arizona,USA,Arizona/USA,79.0,215.0,1,30,Forward,False,1977.0,1977.0,False,True,True,False,41
76723,Ed,Fleming,1933-07-25,Niagara,USA,Niagara/USA,75.0,189.0,5,50,Guard,False,1955.0,1959.0,False,True,True,False,18
2784,Luis,Flores,1981-04-11,Manhattan,USA,Manhattan/USA,74.0,195.0,2,12,Guard,False,2004.0,2004.0,False,True,True,False,30
76725,Bruce,Flowers,1957-06-13,Notre Dame,USA,Notre Dame/USA,80.0,225.0,1,23,Forward,False,1982.0,1982.0,False,True,True,False,40
76726,Sleepy,Floyd,1960-03-06,Georgetown,USA,Georgetown/USA,75.0,170.0,13,12,Guard,False,1982.0,1994.0,False,True,True,False,37
201938,Jonny,Flynn,1989-02-06,Syracuse,USA,Syracuse/USA,72.0,185.0,4,3,Guard,False,2009.0,2011.0,True,True,True,False,27
76728,Larry,Fogle,1953-03-19,Canisius,USA,Canisius/USA,77.0,205.0,1,44,Guard,False,1975.0,1975.0,False,True,True,False,5
76729,Jack,Foley,1939-04-19,Holy Cross,USA,Holy Cross/USA,75.0,170.0,1,7,Forward,False,1962.0,1962.0,False,True,True,False,25
1829,Ike,Fontaine,1975-04-16,Washington State,USA,Washington State/USA,,,1,,,False,2001.0,2001.0,False,True,True,False,5
1631323,Simone,Fontecchio,1995-12-09,Baskonia,Italy,Baskonia/Italy,79.0,209.0,1,16,Forward,True,2022.0,2023.0,False,True,True,False,31
202880,Jeff,Foote,1987-07-14,Cornell,USA,Cornell/USA,84.0,265.0,1,,Center-Forward,False,2011.0,2011.0,True,True,True,False,28
1627854,Bryn,Forbes,1993-07-23,Michigan State,USA,Michigan State/USA,74.0,205.0,7,,Guard,False,2016.0,2022.0,True,True,True,False,35
201814,Gary,Forbes,1985-02-25,Massachusetts,Panama,Massachusetts/Panama,79.0,220.0,3,3,Forward,False,2010.0,2011.0,True,True,True,False,35
1630758,Aleem,Ford,1997-12-22,LeonesdePonce,USA,Wisconsin/USA,80.0,220.0,2,,Forward,False,2021.0,2021.0,True,True,True,False,1
2228,Alton,Ford,1981-05-29,Houston,USA,Houston/USA,81.0,280.0,4,,Forward,False,2001.0,2003.0,True,True,True,False,45
76733,Chris,Ford,1949-01-11,Villanova,USA,Villanova/USA,77.0,190.0,10,42,Guard,False,1972.0,1981.0,False,True,True,False,37
76734,Don,Ford,1952-12-31,California-Santa Barbara,USA,California-Santa Barbara/USA,81.0,215.0,7,35,Forward,False,1975.0,1981.0,False,True,True,False,41
76735,Jake,Ford,1946-04-29,Maryland-Eastern Shore,USA,Maryland-Eastern Shore/USA,75.0,180.0,2,33,Guard,False,1970.0,1971.0,False,True,True,False,43
76736,Phil,Ford,1956-02-09,North Carolina,USA,North Carolina/USA,74.0,175.0,7,1,Guard,False,1978.0,1984.0,False,True,True,False,30
726,Sherell,Ford,1972-08-26,Illinois-Chicago,USA,Illinois-Chicago/USA,79.0,210.0,1,1,Forward,False,1995.0,1995.0,False,True,True,False,5
2551,T.J.,Ford,1983-03-24,Texas-Austin,USA,Texas-Austin/USA,72.0,165.0,8,,Guard,False,2003.0,2011.0,False,True,True,False,15
76738,Donnie,Forman,1926-01-17,New York University,USA,New York University/USA,70.0,175.0,1,22,Guard,False,1948.0,1948.0,False,True,True,False,45
76739,Bayard,Forrest,1954-07-08,Grand Canyon,USA,Grand Canyon/USA,82.0,235.0,2,35,Center,False,1977.0,1978.0,False,True,True,False,5
1630235,Trent,Forrest,1998-06-12,Florida State,USA,Florida State/USA,76.0,210.0,3,2,Guard,True,2020.0,2023.0,True,True,True,False,33
2218,Joseph,Forte,1981-03-23,North Carolina,USA,North Carolina/USA,76.0,194.0,3,40,Guard,False,2001.0,2002.0,False,True,True,False,31
202622,Courtney,Fortson,1988-05-23,Arkansas,USA,Arkansas/USA,71.0,185.0,2,9,Guard,False,2011.0,2011.0,True,True,True,False,25
1504,Danny,Fortson,1976-03-27,Cincinnati,USA,Cincinnati/USA,80.0,260.0,10,21,Center-Forward,False,1997.0,2006.0,False,True,True,False,13
323,Greg,Foster,1968-10-03,Texas-El Paso,USA,Texas-El Paso/USA,83.0,250.0,13,43,Center,False,1990.0,2002.0,False,True,True,False,43
1902,Jeff,Foster,1977-01-16,Southwest Texas State,USA,Southwest Texas State/USA,83.0,250.0,13,10,Forward-Center,False,1999.0,2011.0,False,True,True,False,30
76742,Rod,Foster,1960-10-10,UCLA,USA,UCLA/USA,73.0,160.0,3,10,Guard,False,1983.0,1985.0,False,True,True,False,13
1630701,Michael,Foster Jr.,2003-01-16,                                   ,USA,NBA G League Ignite/USA,80.0,250.0,1,,Forward,False,2022.0,2022.0,True,True,True,False,32
203095,Evan,Fournier,1992-10-29,Poitiers Basket 86,France,Poitiers Basket 86/France,78.0,205.0,11,13,Guard-Forward,True,2012.0,2023.0,False,True,True,False,45
76744,Larry,Foust,1928-06-24,La Salle,USA,La Salle/USA,81.0,215.0,12,14,Center,False,1950.0,1961.0,False,True,True,False,16
76745,Jerry,Fowler,1927-06-20,Missouri,USA,Missouri/USA,79.0,230.0,1,,Center,False,1951.0,1951.0,False,True,True,False,13
1762,Tremaine,Fowlkes,1976-04-11,Fresno State,USA,Fresno State/USA,80.0,220.0,4,,Forward,False,2001.0,2004.0,True,True,True,False,13
1628368,De'Aaron,Fox,1997-12-20,Kentucky,USA,Kentucky/USA,75.0,185.0,6,5,Guard,True,2017.0,2023.0,False,True,True,False,43
76746,Harold,Fox,1949-08-29,Jacksonville,USA,Jacksonville/USA,74.0,175.0,1,7,Guard,False,1972.0,1972.0,False,True,True,False,5
76747,Jim,Fox,1943-04-07,South Carolina,USA,South Carolina/USA,82.0,230.0,10,40,Center,False,1967.0,1976.0,False,True,True,False,16
296,Rick,Fox,1969-07-24,North Carolina,Canada,North Carolina/Canada,79.0,235.0,14,17,Forward,False,1991.0,2003.0,False,True,True,False,37
200751,Randy,Foye,1983-09-24,Villanova,USA,Villanova/USA,76.0,218.0,12,2,Guard,False,2006.0,2016.0,False,True,True,False,43
1502,Adonal,Foyle,1975-03-09,Colgate,St. Vincent & Grenadines,Colgate/St. Vincent & Grenadines,82.0,270.0,13,31,Center,False,1997.0,2009.0,False,True,True,False,45
1883,Steve,Francis,1977-02-21,Maryland,USA,Maryland/USA,75.0,210.0,10,3,Guard,False,1999.0,2007.0,False,True,True,False,1
76748,Tellis,Frank,1965-04-26,Western Kentucky,USA,Western Kentucky/USA,82.0,225.0,5,32,Forward,False,1987.0,1993.0,False,True,True,False,6
76749,Nat,Frankel,1913-11-03,Brooklyn,USA,Brooklyn College/USA,72.0,195.0,1,,Forward,False,1946.0,1946.0,False,True,True,False,44
203479,Jamaal,Franklin,1991-07-21,San Diego State,USA,San Diego State/USA,77.0,191.0,3,22,Guard,False,2013.0,2014.0,True,True,True,False,32
204025,Tim,Frazier,1990-11-01,Penn State,USA,Penn State/USA,72.0,170.0,8,,Guard,False,2014.0,2021.0,True,True,True,False,36
76750,Walt,Frazier,1945-03-29,Southern Illinois,USA,Southern Illinois/USA,76.0,200.0,13,10,Guard,False,1967.0,1979.0,False,True,True,True,42
76751,Will,Frazier,1942-08-24,Grambling,USA,Grambling/USA,79.0,210.0,1,,Forward,False,1965.0,1965.0,False,True,True,False,32
1626187,Michael,Frazier II,1994-03-08,Florida,USA,Florida/USA,75.0,200.0,2,21,Guard,False,2018.0,2019.0,True,True,True,False,36
1628982,Melvin,Frazier Jr.,1996-08-30,Tulane,USA,Tulane/USA,77.0,215.0,4,6,Guard-Forward,False,2018.0,2021.0,True,True,True,False,35
76752,Anthony,Frederick,1964-12-07,Pepperdine,USA,Pepperdine/USA,79.0,205.0,3,24,Forward,False,1988.0,1991.0,False,True,True,False,25
202690,Jimmer,Fredette,1989-02-25,Brigham Young,USA,Brigham Young/USA,74.0,195.0,7,32,Guard,False,2011.0,2018.0,True,True,True,False,36
76753,World,Free,1953-12-09,Guilford,USA,Guilford/USA,75.0,185.0,13,21,Guard,False,1975.0,1987.0,False,True,True,False,33
202683,Enes,Freedom,1992-05-20,Fenerbahce,Turkey,Fenerbahce/Turkey,82.0,250.0,11,,Center,False,2011.0,2021.0,False,True,True,False,5
200777,Joel,Freeland,1987-02-07,Malaga,United Kingdom,Malaga/United Kingdom,82.0,225.0,3,19,Center-Forward,False,2012.0,2014.0,True,True,True,False,33
76754,Donnie,Freeman,1944-07-18,Illinois,USA,Illinois/USA,75.0,185.0,1,20,Guard,False,1975.0,1975.0,False,True,True,False,25
76755,Gary,Freeman,1948-07-25,Oregon State,USA,Oregon State/USA,81.0,210.0,1,23,Forward,False,1970.0,1970.0,False,True,True,False,13
76756,Rod,Freeman,1950-11-05,Vanderbilt,USA,Vanderbilt/USA,79.0,225.0,1,26,Forward,False,1973.0,1973.0,False,True,True,False,42
2782,Matt,Freije,1981-10-02,Vanderbilt,USA,Vanderbilt/USA,81.0,249.0,3,,Forward,False,2004.0,2006.0,False,True,True,False,16
76757,Frido,Frey,1921-10-26,Long Island-Brooklyn,USA,Long Island-Brooklyn/USA,74.0,195.0,1,4,Forward,False,1946.0,1946.0,False,True,True,False,32
76758,Larry,Friend,1935-04-14,California,USA,California/USA,76.0,185.0,1,7,Guard,False,1957.0,1957.0,False,True,True,False,1
76759,Pat,Frink,1945-02-18,Colorado,USA,Colorado/USA,76.0,195.0,1,17,Guard,False,1968.0,1968.0,False,True,True,False,25
76760,Jim,Fritsche,1931-12-10,Hamline,USA,Hamline/USA,80.0,210.0,2,8,Center,False,1953.0,1954.0,False,True,True,False,44
101112,Channing,Frye,1983-05-17,Arizona,USA,Arizona/USA,84.0,255.0,14,9,Forward-Center,False,2005.0,2018.0,False,True,True,False,36
76761,Bernie,Fryer,1949-12-25,Brigham Young,USA,Brigham Young/USA,75.0,185.0,2,25,Guard,False,1973.0,1974.0,False,True,True,False,27
76762,Frank,Fucarino,1920-07-24,Long Island-Brooklyn,USA,Long Island-Brooklyn/USA,74.0,175.0,1,,Forward,False,1946.0,1946.0,False,True,True,False,45
76763,Herm,Fuetsch,1918-07-06,Polytechnic HS (CA),USA,Polytechnic HS (CA)/USA,72.0,170.0,1,,Guard,False,1947.0,1947.0,False,True,True,False,33
76764,Joe,Fulks,1921-10-26,Murray State,USA,Murray State/USA,77.0,190.0,8,10,Forward,False,1946.0,1953.0,False,True,True,False,15
2673,Hiram,Fuller,1981-05-13,Fresno State,USA,Fresno State/USA,81.0,240.0,2,,Forward,False,2003.0,2003.0,True,True,True,False,42
957,Todd,Fuller,1974-07-25,North Carolina State,USA,North Carolina State/USA,,,5,,Center,False,1996.0,2000.0,False,True,True,False,40
76765,Tony,Fuller,1958-09-04,Pepperdine,USA,Pepperdine/USA,76.0,180.0,1,,Guard,False,1980.0,1980.0,False,True,True,False,37
1628365,Markelle,Fultz,1998-05-29,Washington,USA,Washington/USA,76.0,209.0,6,20,Guard,True,2017.0,2023.0,False,True,True,False,31
1444,Lawrence,Funderburke,1970-12-15,Ohio State,USA,Ohio State/USA,81.0,230.0,8,51,Forward,False,1997.0,2004.0,False,True,True,False,13
76767,Terry,Furlow,1954-10-18,Michigan State,USA,Michigan State/USA,77.0,190.0,4,25,Guard,False,1976.0,1979.0,False,True,True,False,37
76768,Billy,Gabor,1922-05-13,Syracuse,USA,Syracuse/USA,71.0,170.0,6,7,Guard,False,1949.0,1954.0,False,True,True,False,43
1629117,Wenyen,Gabriel,1997-03-26,Kentucky,South Sudan,Kentucky/South Sudan,81.0,205.0,4,35,Forward,True,2018.0,2023.0,True,True,True,False,18
2429,Dan,Gadzuric,1978-02-02,UCLA,Netherlands,UCLA/Netherlands,83.0,240.0,11,50,Center,False,2002.0,2011.0,True,True,True,False,6
202070,Tony,Gaffney,1984-11-14,Massachusetts,USA,Massachusetts/USA,80.0,205.0,1,,Forward,False,2009.0,2009.0,True,False,True,False,31
1629655,Daniel,Gafford,1998-10-01,Arkansas,USA,Arkansas/USA,82.0,234.0,4,21,Forward-Center,True,2019.0,2023.0,True,True,True,False,40
101184,Deng,Gai,1982-03-22,Fairfield,South Sudan,Fairfield/South Sudan,81.0,250.0,1,,Forward,False,2005.0,2005.0,False,True,True,False,21
76769,Elmer R.,Gainer,1905-04-02,DePaul,USA,DePaul/USA,,,2,,,False,1947.0,1949.0,False,True,True,False,43
76770,Corey,Gaines,1965-06-01,Loyola-Marymount,USA,Loyola-Marymount/USA,75.0,195.0,5,5,Guard,False,1988.0,1994.0,False,True,True,False,15
2558,Reece,Gaines,1981-01-07,Louisville,USA,Louisville/USA,78.0,205.0,3,,Guard,False,2003.0,2005.0,True,True,True,False,33
202178,Sundiata,Gaines,1986-04-18,Georgia,USA,Georgia/USA,73.0,200.0,4,1,Guard,False,2009.0,2011.0,True,True,True,False,18
76771,Mike,Gale,1950-07-18,Elizabeth City State,USA,Elizabeth City State/USA,76.0,185.0,6,12,Guard,False,1976.0,1981.0,False,True,True,False,30
76772,Chad,Gallagher,1969-05-30,Creighton,USA,Creighton/USA,82.0,255.0,1,55,Center,False,1993.0,1993.0,False,True,True,False,33
