person_id,first_name,last_name,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,position,is_active,team_id,from_year,to_year,is_dleague,is_nba,has_played,is_greatest_75
202379,Jeremy,Evans,1987-10-24,Western Kentucky,USA,Western Kentucky/USA,81,200,7,6,Forward,False,1610612762,2010,2017,True,True,True,False
2230,Maurice,Evans,1978-11-08,Texas,USA,Texas-Austin/USA,77,220,10,6,Guard-Forward,False,1610612737,2001,2011,False,True,True,False
2501,Reggie,Evans,1980-05-18,Iowa,USA,Iowa/USA,80,245,13,30,Center-Forward,False,1610612760,2002,2014,False,True,True,False
201936,Tyreke,Evans,1989-09-19,Memphis,USA,Memphis/USA,78,220,10,,Guard,False,0,2009,2018,True,True,True,False
101137,Daniel,Ewing,1983-03-26,Duke,USA,Duke/USA,75,185,2,3,Guard,False,1610612746,2005,2006,False,True,True,False
201607,Patrick,Ewing,1984-05-20,Georgetown,USA,Georgetown/USA,80,235,2,22,Forward,False,1610612740,2010,2010,True,True,True,False
203957,Dante,Exum,1995-07-13,Australian Institute of Sport,Australia,Australian Institute of Sport/Australia,77,214,7,5,Guard,False,1610612762,2014,2020,False,True,True,False
201963,Christian,Eyenga,1989-06-22,DKV Joventut,Congo,DKV Joventut/Congo/USA,79,210,3,88,Forward,False,1610612739,2010,2011,True,True,True,False
203105,Festus,Ezeli,1989-10-21,Vanderbilt,Nigeria,Vanderbilt/Nigeria,83,265,4,31,Center,False,1610612744,2012,2016,True,True,True,False
76689,Johnny,Ezersky,1905-04-04,Rhode Island,USA,Rhode Island/USA,,,3,,,False,1610610024,1947,1949,False,True,True,False
76690,Joe,Fabel,1913-09-04,Pittsburgh,USA,Pittsburgh/USA,73,190,1,,Forward,False,1610610031,1946,1946,False,True,True,False
76691,John,Fairchild,1943-04-28,Brigham Young,USA,Brigham Young/USA,79,205,1,33,Forward,False,1610612747,1965,1965,False,True,True,False
1629605,Tacko,Fall,1995-12-10,UCF,Senegal,Central Florida/Senegal,90,311,3,,Center,False,0,2019,2021,True,True,True,False
76692,Phil,Farbman,1924-04-03,City College of New York,USA,City College of New York/USA,73,185,1,8,Forward,False,1610612744,1948,1948,False,True,True,False
76693,Dick,Farley,1932-04-13,Indiana,USA,Indiana/USA,76,190,3,22,Guard,False,1610612755,1954,1958,False,True,True,False
200770,Jordan,Farmar,1986-11-30,UCLA,USA,UCLA/USA,74,180,10,,Guard,False,0,2006,2016,True,True,True,False
2824,Desmon,Farmer,1981-10-07,Southern California,USA,Southern California/USA,77,220,2,,Guard,False,0,2006,2008,True,True,True,False
76695,Jim,Farmer,1964-09-23,Alabama,USA,Alabama/USA,76,190,5,22,Forward,False,1610612760,1987,1993,False,True,True,False
76694,Mike,Farmer,1936-09-26,San Francisco,USA,San Francisco/USA,79,210,7,12,Forward,False,1610612737,1958,1965,False,True,True,False
1108,Tony,Farmer,1970-01-03,Nebraska,USA,Nebraska/USA,81,244,3,8,Forward,False,1610612744,1997,1999,False,True,True,False
203543,Vitor,Faverani,1988-05-05,Valencia,Brazil,Valencia/Brazil,83,260,2,38,Center,False,1610612738,2013,2013,True,True,True,False
202324,Derrick,Favors,1991-07-15,Georgia Tech,USA,Georgia Tech/USA,81,265,13,15,Forward,False,1610612760,2010,2021,False,True,True,False
201174,Nick,Fazekas,1985-06-17,Nevada-Reno,USA,Nevada-Reno/USA,83,235,2,20,Forward,False,1610612746,2007,2007,True,True,True,False
76697,Dave,Fedor,1940-12-10,Florida State,USA,Florida State/USA,78,190,1,17,Forward,False,1610612744,1962,1962,False,True,True,False
76699,Butch,Feher,1954-05-19,Vanderbilt,USA,Vanderbilt/USA,76,185,1,7,Guard,False,1610612756,1976,1976,False,True,True,False
994,Jamie,Feick,1974-07-03,Michigan State,USA,Michigan State/USA,80,255,6,14,Forward,False,1610612751,1996,2002,False,True,True,False
76701,Ron,Feiereisel,1931-08-06,DePaul,USA,DePaul/USA,75,185,1,22,Guard,False,1610612747,1955,1955,False,True,True,False
76703,Dave,Feitl,1962-06-08,Texas-El Paso,USA,Texas-El Paso/USA,83,235,5,45,Center,False,1610612745,1986,1991,False,True,True,False
1627770,Kay,Felder,1995-03-29,Oakland,USA,Oakland/USA,69,176,3,22,Guard,False,1610612739,2016,2017,True,True,True,False
1626245,Cristiano,Felicio,1992-07-07,Flamengo,Brazil,Flamengo/Brazil,83,270,7,6,Forward-Center,False,1610612741,2015,2020,True,True,True,False
203467,Carrick,Felix,1990-08-17,Arizona State,USA,Arizona State/USA,78,201,2,30,Guard-Forward,False,1610612739,2013,2013,True,True,True,False
101230,Noel,Felix,1981-10-04,Fresno State,USA,Fresno State/USA,81,225,2,16,Forward,False,1610612760,2005,2005,True,True,True,False
76704,Ray,Felix,1930-12-10,Long Island-Brooklyn,USA,Long Island-Brooklyn/USA,83,220,9,14,Center,False,1610612752,1953,1961,False,True,True,False
101109,Raymond,Felton,1984-06-26,North Carolina,USA,North Carolina/USA,73,205,15,2,Guard,False,1610612766,2005,2018,False,True,True,False
76705,Jake,Fendley,1929-06-12,Northwestern,USA,Northwestern/USA,72,180,2,6,Guard,False,1610612765,1951,1952,False,True,True,False
76706,Bill,Fenley,1922-02-08,Manhattan,USA,Manhattan/USA,75,190,1,7,Forward,False,1610612738,1946,1946,False,True,True,False
2724,Desmond,Ferguson,1977-07-22,Detroit,USA,Detroit/USA,79,210,2,5,Forward,False,1610612757,2003,2003,False,True,True,False
1628390,Terrance,Ferguson,1998-05-17,,USA,Adelaide/USA,78,190,4,,Guard,False,0,2017,2020,True,True,True,False
201164,Rudy,Fernandez,1985-04-04,DKV Joventut,Spain,DKV Joventut/Spain,,,5,,,False,0,2008,2016,False,True,True,False
1628981,Bruno,Fernando,1998-08-15,Maryland,Angola,Maryland/Angola,82,240,4,0,Forward-Center,True,1610612737,2019,2023,True,True,True,False
76707,Eric,Fernsten,1953-11-01,San Francisco,USA,San Francisco/USA,82,205,6,45,Center,False,1610612738,1975,1983,False,True,True,False
76708,Al,Ferrari,1933-07-06,Michigan State,USA,Michigan State/USA,76,190,6,22,Guard,False,1610612737,1955,1962,False,True,True,False
76709,Rolando,Ferreira,1964-05-24,Houston,USA,Houston/USA,85,240,1,32,Forward,False,1610612757,1988,1988,False,True,True,False
273,Duane,Ferrell,1965-02-28,Georgia Tech,USA,Georgia Tech/USA,79,215,11,33,Forward,False,1610612737,1988,1998,False,True,True,False
1627812,Yogi,Ferrell,1993-05-09,Indiana,USA,Indiana/USA,72,178,6,11,Guard,False,1610612758,2016,2020,True,True,True,False
76711,Arnie,Ferrin,1925-07-29,Utah,USA,Utah/USA,76,180,3,18,Forward,False,1610612747,1948,1950,False,True,True,False
76712,Bob,Ferry,1937-05-31,St. Louis,USA,St. Louis/USA,80,230,10,12,Center,False,1610612765,1959,1968,False,True,True,False
198,Danny,Ferry,1966-10-17,Duke,USA,Duke/USA,82,235,14,35,Forward,False,1610612739,1990,2002,False,True,True,False
201178,Kyrylo,Fesenko,1986-12-24,Cherkaski,Ukraine,Cherkaski/Ukraine,85,280,6,44,Center,False,1610612762,2007,2011,True,True,True,False
76713,Kenny,Fields,1962-02-09,UCLA,USA,UCLA/USA,77,220,4,54,Forward,False,1610612749,1984,1987,False,True,True,False
202361,Landry,Fields,1988-06-27,Stanford,USA,Stanford/USA,79,215,5,2,Guard-Forward,False,1610612752,2010,2014,False,True,True,False
76714,Ron,Filipek,1944-02-05,Tennessee Tech,USA,Tennessee Tech/USA,77,205,1,20,Forward,False,1610612755,1967,1967,False,True,True,False
76715,Greg,Fillmore,1947-03-07,Cheyney,USA,Cheyney/USA,85,240,2,34,Center,False,1610612752,1970,1971,False,True,True,False
76716,Hank,Finkel,1942-04-20,Dayton,USA,Dayton/USA,84,240,9,29,Center,False,1610612738,1966,1974,False,True,True,False
714,Michael,Finley,1973-03-06,Wisconsin,USA,Wisconsin/USA,79,225,16,40,Guard-Forward,False,1610612742,1995,2009,False,True,True,False
76717,Danny,Finn,1928-05-27,St. John's (NY),USA,St. John's (NY)/USA,73,185,3,7,Guard,False,1610612744,1952,1954,False,True,True,False
965,Derek,Fisher,1974-08-09,Arkansas-Little Rock,USA,Arkansas-Little Rock/USA,73,210,18,6,Guard,False,1610612747,1996,2013,False,True,True,False
2809,Gerald,Fitch,1982-08-12,Kentucky,USA,Kentucky/USA,75,188,2,,Guard,False,0,2005,2005,True,True,True,False
1630238,Malik,Fitts,1997-07-04,,USA,St. Mary's College/USA,77,230,3,8,Forward,False,1610612738,2020,2021,True,True,True,False
76719,Dick,Fitzgerald,1920-11-18,Seton Hall,USA,Seton Hall/USA,74,175,2,,Forward,False,1610610035,1946,1947,False,True,True,False
2033,Marcus,Fizer,1978-08-10,Iowa State,USA,Iowa State/USA,,,6,,,False,0,2000,2007,True,True,True,False
76721,Jerry,Fleishman,1922-02-14,New York University,USA,New York University/USA,74,190,5,4,Guard,False,1610612744,1946,1952,False,True,True,False
76722,Al,Fleming,1954-04-05,Arizona,USA,Arizona/USA,79,215,1,30,Forward,False,1610612760,1977,1977,False,True,True,False
76723,Ed,Fleming,1933-07-25,Niagara,USA,Niagara/USA,75,189,5,50,Guard,False,1610612747,1955,1959,False,True,True,False
2784,Luis,Flores,1981-04-11,Manhattan,USA,Manhattan/USA,74,195,2,12,Guard,False,1610612744,2004,2004,False,True,True,False
76725,Bruce,Flowers,1957-06-13,Notre Dame,USA,Notre Dame/USA,80,225,1,23,Forward,False,1610612739,1982,1982,False,True,True,False
76726,Sleepy,Floyd,1960-03-06,Georgetown,USA,Georgetown/USA,75,170,13,12,Guard,False,1610612745,1982,1994,False,True,True,False
201938,Jonny,Flynn,1989-02-06,Syracuse,USA,Syracuse/USA,72,185,4,3,Guard,False,1610612750,2009,2011,True,True,True,False
76728,Larry,Fogle,1953-03-19,Canisius,USA,Canisius/USA,77,205,1,44,Guard,False,1610612752,1975,1975,False,True,True,False
76729,Jack,Foley,1939-04-19,Holy Cross,USA,Holy Cross/USA,75,170,1,7,Forward,False,1610612752,1962,1962,False,True,True,False
1829,Ike,Fontaine,1975-04-16,Washington State,USA,Washington State/USA,,,1,,,False,0,2001,2001,False,True,True,False
1631323,Simone,Fontecchio,1995-12-09,Baskonia,Italy,Baskonia/Italy,79,209,1,16,Forward,True,1610612762,2022,2023,False,True,True,False
202880,Jeff,Foote,1987-07-14,Cornell,USA,Cornell/USA,84,265,1,,Center-Forward,False,0,2011,2011,True,True,True,False
1627854,Bryn,Forbes,1993-07-23,Michigan State,USA,Michigan State/USA,74,205,7,,Guard,False,0,2016,2022,True,True,True,False
201814,Gary,Forbes,1985-02-25,Massachusetts,Panama,Massachusetts/Panama,79,220,3,3,Forward,False,1610612743,2010,2011,True,True,True,False
1630758,Aleem,Ford,1997-12-22,LeonesdePonce,USA,Wisconsin/USA,80,220,2,,Forward,False,0,2021,2021,True,True,True,False
2228,Alton,Ford,1981-05-29,Houston,USA,Houston/USA,81,280,4,,Forward,False,0,2001,2003,True,True,True,False
76733,Chris,Ford,1949-01-11,Villanova,USA,Villanova/USA,77,190,10,42,Guard,False,1610612765,1972,1981,False,True,True,False
76734,Don,Ford,1952-12-31,California-Santa Barbara,USA,California-Santa Barbara/USA,81,215,7,35,Forward,False,1610612747,1975,1981,False,True,True,False
76735,Jake,Ford,1946-04-29,Maryland-Eastern Shore,USA,Maryland-Eastern Shore/USA,75,180,2,33,Guard,False,1610612760,1970,1971,False,True,True,False
76736,Phil,Ford,1956-02-09,North Carolina,USA,North Carolina/USA,74,175,7,1,Guard,False,1610612758,1978,1984,False,True,True,False
726,Sherell,Ford,1972-08-26,Illinois-Chicago,USA,Illinois-Chicago/USA,79,210,1,1,Forward,False,1610612760,1995,1995,False,True,True,False
2551,T.J.,Ford,1983-03-24,Texas-Austin,USA,Texas-Austin/USA,72,165,8,,Guard,False,0,2003,2011,False,True,True,False
76738,Donnie,Forman,1926-01-17,New York University,USA,New York University/USA,70,175,1,22,Guard,False,1610612747,1948,1948,False,True,True,False
76739,Bayard,Forrest,1954-07-08,Grand Canyon,USA,Grand Canyon/USA,82,235,2,35,Center,False,1610612756,1977,1978,False,True,True,False
1630235,Trent,Forrest,1998-06-12,Florida State,USA,Florida State/USA,76,210,3,2,Guard,True,1610612737,2020,2023,True,True,True,False
2218,Joseph,Forte,1981-03-23,North Carolina,USA,North Carolina/USA,76,194,3,40,Guard,False,1610612760,2001,2002,False,True,True,False
202622,Courtney,Fortson,1988-05-23,Arkansas,USA,Arkansas/USA,71,185,2,9,Guard,False,1610612745,2011,2011,True,True,True,False
1504,Danny,Fortson,1976-03-27,Cincinnati,USA,Cincinnati/USA,80,260,10,21,Center-Forward,False,1610612743,1997,2006,False,True,True,False
323,Greg,Foster,1968-10-03,Texas-El Paso,USA,Texas-El Paso/USA,83,250,13,43,Center,False,1610612762,1990,2002,False,True,True,False
1902,Jeff,Foster,1977-01-16,Southwest Texas State,USA,Southwest Texas State/USA,83,250,13,10,Forward-Center,False,1610612754,1999,2011,False,True,True,False
76742,Rod,Foster,1960-10-10,UCLA,USA,UCLA/USA,73,160,3,10,Guard,False,1610612756,1983,1985,False,True,True,False
1630701,Michael,Foster Jr.,2003-01-16,                                   ,USA,NBA G League Ignite/USA,80,250,1,,Forward,False,0,2022,2022,True,True,True,False
203095,Evan,Fournier,1992-10-29,Poitiers Basket 86,France,Poitiers Basket 86/France,78,205,11,13,Guard-Forward,True,1610612752,2012,2023,False,True,True,False
76744,Larry,Foust,1928-06-24,La Salle,USA,La Salle/USA,81,215,12,14,Center,False,1610612765,1950,1961,False,True,True,False
76745,Jerry,Fowler,1927-06-20,Missouri,USA,Missouri/USA,79,230,1,,Center,False,1610612737,1951,1951,False,True,True,False
1762,Tremaine,Fowlkes,1976-04-11,Fresno State,USA,Fresno State/USA,80,220,4,,Forward,False,0,2001,2004,True,True,True,False
1628368,De'Aaron,Fox,1997-12-20,Kentucky,USA,Kentucky/USA,75,185,6,5,Guard,True,1610612758,2017,2023,False,True,True,False
76746,Harold,Fox,1949-08-29,Jacksonville,USA,Jacksonville/USA,74,175,1,7,Guard,False,1610612746,1972,1972,False,True,True,False
76747,Jim,Fox,1943-04-07,South Carolina,USA,South Carolina/USA,82,230,10,40,Center,False,1610612760,1967,1976,False,True,True,False
296,Rick,Fox,1969-07-24,North Carolina,Canada,North Carolina/Canada,79,235,14,17,Forward,False,1610612747,1991,2003,False,True,True,False
200751,Randy,Foye,1983-09-24,Villanova,USA,Villanova/USA,76,218,12,2,Guard,False,1610612750,2006,2016,False,True,True,False
1502,Adonal,Foyle,1975-03-09,Colgate,St. Vincent & Grenadines,Colgate/St. Vincent & Grenadines,82,270,13,31,Center,False,1610612744,1997,2009,False,True,True,False
1883,Steve,Francis,1977-02-21,Maryland,USA,Maryland/USA,75,210,10,3,Guard,False,1610612745,1999,2007,False,True,True,False
76748,Tellis,Frank,1965-04-26,Western Kentucky,USA,Western Kentucky/USA,82,225,5,32,Forward,False,1610612744,1987,1993,False,True,True,False
76749,Nat,Frankel,1913-11-03,Brooklyn,USA,Brooklyn College/USA,72,195,1,,Forward,False,1610610031,1946,1946,False,True,True,False
203479,Jamaal,Franklin,1991-07-21,San Diego State,USA,San Diego State/USA,77,191,3,22,Guard,False,1610612763,2013,2014,True,True,True,False
204025,Tim,Frazier,1990-11-01,Penn State,USA,Penn State/USA,72,170,8,,Guard,False,0,2014,2021,True,True,True,False
76750,Walt,Frazier,1945-03-29,Southern Illinois,USA,Southern Illinois/USA,76,200,13,10,Guard,False,1610612752,1967,1979,False,True,True,True
76751,Will,Frazier,1942-08-24,Grambling,USA,Grambling/USA,79,210,1,,Forward,False,1610612744,1965,1965,False,True,True,False
1626187,Michael,Frazier II,1994-03-08,Florida,USA,Florida/USA,75,200,2,21,Guard,False,1610612745,2018,2019,True,True,True,False
1628982,Melvin,Frazier Jr.,1996-08-30,Tulane,USA,Tulane/USA,77,215,4,6,Guard-Forward,False,1610612760,2018,2021,True,True,True,False
76752,Anthony,Frederick,1964-12-07,Pepperdine,USA,Pepperdine/USA,79,205,3,24,Forward,False,1610612766,1988,1991,False,True,True,False
202690,Jimmer,Fredette,1989-02-25,Brigham Young,USA,Brigham Young/USA,74,195,7,32,Guard,False,1610612758,2011,2018,True,True,True,False
76753,World,Free,1953-12-09,Guilford,USA,Guilford/USA,75,185,13,21,Guard,False,1610612739,1975,1987,False,True,True,False
202683,Enes,Freedom,1992-05-20,Fenerbahce,Turkey,Fenerbahce/Turkey,82,250,11,,Center,False,0,2011,2021,False,True,True,False
200777,Joel,Freeland,1987-02-07,Malaga,United Kingdom,Malaga/United Kingdom,82,225,3,19,Center-Forward,False,1610612757,2012,2014,True,True,True,False
76754,Donnie,Freeman,1944-07-18,Illinois,USA,Illinois/USA,75,185,1,20,Guard,False,1610612747,1975,1975,False,True,True,False
76755,Gary,Freeman,1948-07-25,Oregon State,USA,Oregon State/USA,81,210,1,23,Forward,False,1610612749,1970,1970,False,True,True,False
76756,Rod,Freeman,1950-11-05,Vanderbilt,USA,Vanderbilt/USA,79,225,1,26,Forward,False,1610612755,1973,1973,False,True,True,False
2782,Matt,Freije,1981-10-02,Vanderbilt,USA,Vanderbilt/USA,81,249,3,,Forward,False,0,2004,2006,False,True,True,False
76757,Frido,Frey,1921-10-26,Long Island-Brooklyn,USA,Long Island-Brooklyn/USA,74,195,1,4,Forward,False,1610612752,1946,1946,False,True,True,False
76758,Larry,Friend,1935-04-14,California,USA,California/USA,76,185,1,7,Guard,False,1610612752,1957,1957,False,True,True,False
76759,Pat,Frink,1945-02-18,Colorado,USA,Colorado/USA,76,195,1,17,Guard,False,1610612758,1968,1968,False,True,True,False
76760,Jim,Fritsche,1931-12-10,Hamline,USA,Hamline/USA,80,210,2,8,Center,False,1610610024,1953,1954,False,True,True,False
101112,Channing,Frye,1983-05-17,Arizona,USA,Arizona/USA,84,255,14,9,Forward-Center,False,1610612756,2005,2018,False,True,True,False
76761,Bernie,Fryer,1949-12-25,Brigham Young,USA,Brigham Young/USA,75,185,2,25,Guard,False,1610612757,1973,1974,False,True,True,False
76762,Frank,Fucarino,1920-07-24,Long Island-Brooklyn,USA,Long Island-Brooklyn/USA,74,175,1,,Forward,False,1610610035,1946,1946,False,True,True,False
76763,Herm,Fuetsch,1918-07-06,Polytechnic HS (CA),USA,Polytechnic HS (CA)/USA,72,170,1,,Guard,False,1610610024,1947,1947,False,True,True,False
76764,Joe,Fulks,1921-10-26,Murray State,USA,Murray State/USA,77,190,8,10,Forward,False,1610612744,1946,1953,False,True,True,False
2673,Hiram,Fuller,1981-05-13,Fresno State,USA,Fresno State/USA,81,240,2,,Forward,False,0,2003,2003,True,True,True,False
957,Todd,Fuller,1974-07-25,North Carolina State,USA,North Carolina State/USA,,,5,,Center,False,0,1996,2000,False,True,True,False
76765,Tony,Fuller,1958-09-04,Pepperdine,USA,Pepperdine/USA,76,180,1,,Guard,False,1610612765,1980,1980,False,True,True,False
1628365,Markelle,Fultz,1998-05-29,Washington,USA,Washington/USA,76,209,6,20,Guard,True,1610612753,2017,2023,False,True,True,False
1444,Lawrence,Funderburke,1970-12-15,Ohio State,USA,Ohio State/USA,81,230,8,51,Forward,False,1610612758,1997,2004,False,True,True,False
76767,Terry,Furlow,1954-10-18,Michigan State,USA,Michigan State/USA,77,190,4,25,Guard,False,1610612739,1976,1979,False,True,True,False
76768,Billy,Gabor,1922-05-13,Syracuse,USA,Syracuse/USA,71,170,6,7,Guard,False,1610612755,1949,1954,False,True,True,False
1629117,Wenyen,Gabriel,1997-03-26,Kentucky,South Sudan,Kentucky/South Sudan,81,205,4,35,Forward,True,1610612747,2018,2023,True,True,True,False
2429,Dan,Gadzuric,1978-02-02,UCLA,Netherlands,UCLA/Netherlands,83,240,11,50,Center,False,1610612749,2002,2011,True,True,True,False
202070,Tony,Gaffney,1984-11-14,Massachusetts,USA,Massachusetts/USA,80,205,1,,Forward,False,1610612738,2009,2009,True,False,True,False
1629655,Daniel,Gafford,1998-10-01,Arkansas,USA,Arkansas/USA,82,234,4,21,Forward-Center,True,1610612764,2019,2023,True,True,True,False
101184,Deng,Gai,1982-03-22,Fairfield,South Sudan,Fairfield/South Sudan,81,250,1,,Forward,False,0,2005,2005,False,True,True,False
76769,Elmer R.,Gainer,1905-04-02,DePaul,USA,DePaul/USA,,,2,,,False,1610610037,1947,1949,False,True,True,False
76770,Corey,Gaines,1965-06-01,Loyola-Marymount,USA,Loyola-Marymount/USA,75,195,5,5,Guard,False,1610612751,1988,1994,False,True,True,False
2558,Reece,Gaines,1981-01-07,Louisville,USA,Louisville/USA,78,205,3,,Guard,False,0,2003,2005,True,True,True,False
202178,Sundiata,Gaines,1986-04-18,Georgia,USA,Georgia/USA,73,200,4,1,Guard,False,1610612751,2009,2011,True,True,True,False
76771,Mike,Gale,1950-07-18,Elizabeth City State,USA,Elizabeth City State/USA,76,185,6,12,Guard,False,1610612759,1976,1981,False,True,True,False
76772,Chad,Gallagher,1969-05-30,Creighton,USA,Creighton/USA,82,255,1,55,Center,False,1610612762,1993,1993,False,True,True,False
76773,Harry,Gallatin,1927-04-26,Truman State,USA,Truman State/USA,78,210,10,10,Forward,False,1610612752,1948,1957,False,True,True,False
201568,Danilo,Gallinari,1988-08-08,Olimpia Milano,Italy,Olimpia Milano/Italy,82,236,13,8,Forward,True,1610612764,2008,2023,False,True,True,False
204038,Langston,Galloway,1991-12-09,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,73,200,9,,Guard,False,0,2014,2021,True,True,True,False
76774,Dave,Gambee,1937-04-16,Oregon State,USA,Oregon State/USA,78,215,12,20,Forward,False,1610612755,1958,1969,False,True,True,False
333,Kevin,Gamble,1965-11-13,Iowa,USA,Iowa/USA,77,210,10,,Forward,False,0,1987,1996,False,True,True,False
76776,Bob,Gantt,1922-06-22,Duke,USA,Duke/USA,76,205,1,,Forward,False,1610610036,1946,1946,False,True,True,False
200816,Jorge,Garbajosa,1977-12-19,Malaga,Spain,Malaga/Spain,81,245,2,,Forward,False,0,2006,2007,False,True,True,False
2092,Ruben,Garces,1973-10-17,Providence,USA,Providence/USA,,,1,,Forward,False,0,2000,2000,False,True,True,False
101128,Francisco,Garcia,1981-12-31,Louisville,Dominican Republic,Louisville/Dominican Republic,79,215,10,32,Guard-Forward,False,0,2005,2014,False,True,True,False
76778,Earl,Gardner,1923-09-18,DePauw,USA,DePauw/USA,75,195,1,14,Forward,False,1610612747,1948,1948,False,True,True,False
201242,Thomas,Gardner,1985-02-08,Missouri,USA,Missouri/USA,77,225,3,3,Guard,False,1610612737,2007,2008,True,True,True,False
76779,Vern,Gardner,1925-05-14,Utah,USA,Utah/USA,77,200,3,12,Center,False,1610612744,1949,1951,False,True,True,False
76780,Jack,Garfinkel,1918-06-13,St. John's (NY),USA,St. John's (NY)/USA,72,190,3,21,Guard,False,1610612738,1946,1948,False,True,True,False
1627868,Patricio,Garino,1993-05-17,George Washington,Argentina,George Washington/Argentina,78,203,2,29,Guard-Forward,False,1610612753,2016,2016,True,True,True,False
1629636,Darius,Garland,2000-01-26,Vanderbilt,USA,Vanderbilt/USA,73,192,4,10,Guard,True,1610612739,2019,2023,False,True,True,False
76781,Gary,Garland,1957-10-12,DePaul,USA,DePaul/USA,76,180,1,24,Guard,False,1610612743,1979,1979,False,True,True,False
76783,Dick,Garmaker,1932-10-29,Minnesota,USA,Minnesota/USA,75,200,6,17,Guard,False,1610612747,1955,1960,False,True,True,False
1612,Chris,Garner,1975-02-23,Memphis,USA,Memphis/USA,70,156,3,2,Guard,False,1610612761,1997,2000,False,True,True,False
76785,Bill,Garnett,1960-04-22,Wyoming,USA,Wyoming/USA,81,225,4,20,Forward,False,1610612742,1982,1985,False,True,True,False
708,Kevin,Garnett,1976-05-19,Farragut Academy HS (IL),USA,Farragut Academy HS (IL)/USA,83,240,22,21,Forward,False,1610612750,1995,2015,False,True,True,True
1831,Marlon,Garnett,1975-07-03,Santa Clara,USA,Santa Clara/USA,74,186,1,,Guard,False,0,1998,1998,False,True,True,False
1628656,Billy,Garrett,1994-10-16,DePaul,USA,DePaul/USA,78,215,2,3,Guard-Forward,False,1610612752,2018,2018,True,True,True,False
76786,Calvin,Garrett,1956-07-11,Oral Roberts,USA,Oral Roberts/USA,79,190,4,0,Forward,False,1610612745,1980,1983,False,True,True,False
1051,Dean,Garrett,1966-11-27,Indiana,USA,Indiana/USA,83,250,6,22,Center,False,1610612750,1996,2001,False,True,True,False
203197,Diante,Garrett,1988-11-03,Iowa State,USA,Iowa State/USA,76,190,2,8,Guard,False,1610612762,2012,2013,True,True,True,False
76788,Eldo,Garrett,1947-01-31,Southern Illinois,USA,Southern Illinois/USA,75,185,5,14,Guard,False,1610612746,1969,1973,False,True,True,False
1630585,Marcus,Garrett,1998-11-09,Kansas,USA,Kansas/USA,77,205,2,,Guard,False,0,2021,2021,True,True,True,False
76789,Rowland,Garrett,1950-07-16,Florida State,USA,Florida State/USA,78,210,5,24,Forward,False,1610612741,1972,1976,False,True,True,False
76790,Tom,Garrick,1966-07-07,Rhode Island,USA,Rhode Island/USA,74,185,4,5,Guard,False,1610612746,1988,1991,False,True,True,False
76791,John,Garris,1959-06-06,Boston College,USA,Boston College/USA,80,205,1,55,Forward,False,1610612739,1983,1983,False,True,True,False
1727,Pat,Garrity,1976-08-23,Notre Dame,USA,Notre Dame/USA,81,238,11,8,Forward,False,1610612753,1998,2007,False,True,True,False
1630586,Usman,Garuba,2002-03-09,Real Madrid,Spain,Real Madrid/Spain,80,229,2,16,Forward,True,1610612745,2021,2023,True,True,True,False
76793,Jim,Garvin,1950-02-05,Boston University,USA,Boston University/USA,79,200,1,30,Forward,False,1610612746,1973,1973,False,True,True,False
2200,Pau,Gasol,1980-07-06,FC Barcelona,Spain,FC Barcelona/Germany,84,250,19,16,Center-Forward,False,1610612747,2001,2018,False,True,True,False
423,Chris,Gatling,1967-09-03,Old Dominion,USA,Old Dominion/USA,,,11,,Forward,False,0,1991,2001,False,True,True,False
200752,Rudy,Gay,1986-08-17,Connecticut,USA,Connecticut/USA,80,250,17,22,Forward-Guard,True,1610612762,2006,2023,False,True,True,False
76797,Ed,Gayda,1927-05-11,Washington State,USA,Washington State/USA,76,210,1,10,Guard,False,1610612737,1950,1950,False,True,True,False
1845,Andrew,Gaze,1965-07-24,Seton Hall,USA,Seton Hall/USA,,,2,,,False,0,1993,2017,False,True,True,False
1627771,Michael,Gbinije,1992-06-05,Syracuse,USA,Syracuse/USA,79,200,2,9,Guard-Forward,False,1610612765,2016,2016,True,True,True,False
1002,Reggie,Geary,1973-08-31,Arizona,USA,Arizona/USA,74,187,1,4,Guard,False,1610612759,1996,1997,False,True,True,False
202087,Alonzo,Gee,1987-05-29,Alabama,USA,Alabama/USA,78,225,8,,Forward,False,0,2009,2016,True,True,True,False
761,Matt,Geiger,1969-09-10,Georgia Tech,USA,Georgia Tech/USA,,,10,,Center,False,0,1992,2001,False,True,True,False
101153,Mickael,Gelabale,1983-05-22,Real Madrid,France,Real Madrid/France,79,215,4,15,Forward,False,1610612760,2006,2012,True,True,True,False
1904,Devean,George,1977-08-29,Augsburg,USA,Augsburg/USA,80,235,12,19,Forward,False,1610612747,1999,2009,False,True,True,False
76800,Jack,George,1928-11-13,La Salle,USA,La Salle/USA,75,190,8,5,Guard,False,1610612744,1953,1960,False,True,True,False
1627875,Marcus,Georges-Hunt,1994-03-28,Georgia Tech,USA,Georgia Tech/USA,77,226,3,13,Guard,False,1610612750,2016,2017,True,True,True,False
76802,Gus,Gerard,1953-07-27,Virginia,USA,Virginia/USA,80,200,5,22,Forward,False,1610612758,1976,1980,False,True,True,False
